"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"01875-01e02","-","-","-","-"
"01886-05e06","ENERGIA?","-","-","-"
"01889-01e02","PÔRTO ALEGRIA","-","-","-"
"01975-01e02","CIDADE UNIVERSITÁRIA","-","-","-"
"01882-01e02","-","-","-","-"
"01879-01e02","USINA HIDRELÉTRICA DE SALTO SANTIAGO","-","-","-"
"01886-07e08","CANDIOTA:  A SEGURANÇA ENERGÉTICA DO RIO GRANDE","-","-","-"
"01978-03e04","COMBATE À ATTA CAPIGUARA","-","-","-"
"02001-01e02","-","-","-","-"
"01955-03e04","ECLETINO","-","-","-"
"01987-01e02","DEMISSÃO, A","-","-","-"
"01993-01e02","IGARASSU","-","-","-"
"01994-01e02","TEATRO OPERÁRIO","-","-","-"
"01990-04e05","LIÇÃO DE MORAL, Uma","-","-","-"
"01997-01e02","TREILER","02","-","-"
"01943-05e06","COMPANHEIRO INSEPARÁVEL","-","-","-"
"01994-03e04","TRADIÇÕES DE UMA PRAÇA","-","-","-"
"01940-03e04","<XXXVII=TRIGÉSIMA SÉTIMA> EXPOSIÇÃO AGROPECUÁRIA DO ESTADO DE GOIÁS","-","-","-"
"01983-01e02","VIA CRUCIS SEGUNDO DARCY PENTEADO","-","-","-"
"01936-05e06","-","-","-","-"
"01978-01e02","-","-","-","-"
"01965-01e02","-","-","-","-"
"01941-01e02","BANDIDO DA SÉTIMA LUZ, O","-","-","-"
"-","CAIS DO VÍCIO","-","-","-"
"-","CARA DE FOGO","-","-","-"
"-","CAIS DO VÍCIO","-","-","-"
"01500-01","OTOKO NO SHOBU: NIBU NO IREZUMI","89","-","-"
"01526-06","NIPPON YOKUJO MONOGATARI","89","-","-"
"01500-02","KYODAI JINGI: KANTO SANKYODAI","89","-","-"
"01528-08","AKAKAGUE","89","-","-"
"01510-06","NIHON YAKUZA-DEN: SOCHIYO E NO MICHI","89","-","-"
"-","-","-","-","-"
"01496-02","BANKA","89","-","-"
"01503-03","FURYO BANCHO YARAZU BUTTAKURI","89","-","-"
"01518-08","YOTO MONOGATARI: HANA NO YOSHIWARA HYAKY-NIN GIRI","89","-","-"
"01496-06","-","89","-","-"
"-","BARÃO OLAVO O HORRÍVEL","-","-","-"
"01518-03","ZOKUZOKU OBAN: DOTO UHEN","89","-","-"
"01512-03","KAGE GARI HOERO TAIHÔ","89","-","-"
"01517-06","AA KESSEN KOKUTAI","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01512-05","KYOJIN NO HOSHI, DAIRIGU BORU","89","-","-"
"01527-05","PANDA KOPANDA","89","-","-"
"-","-","80","-","-"
"01503-06","NIKUTAI NO SEISO","89","-","-"
"-","-","-","-","-"
"01515-06","ZANKOKU KIGA TAIRIKU","89","-","-"
"01528-06","ANDASEN DOWA NINGYO-HIME","-","-","-"
"-","COMPRADOR DE FAZENDAS, O","-","-","-"
"-","VYSOKA ZED","-","-","-"
"01503-05","HIBARI CHIEMI NO YAJI-KITA DOCHU","89","-","-"
"01532-03","HOKKAI YUKYODEN","89FEV","-","-"
"01500-03","CHOEKI SAN-KYODAI","89","-","-"
"-","-","-","-","-"
"01496-04","SAIGO NO TOKKOTAI","89","-","-"
"01496-05","BORYOKU GAI","89","-","-"
"01517-05","-","89","-","-"
"01517-01","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01508-01","-","89","-","-"
"-","-","-","-","-"
"01510-05","-","89","-","-"
"-","-","-","-","-"
"-","-","80NOV18","-","-"
"05011-02a04","MULHER OBJETO","-","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","CANAL 100. 79x23","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","19801118","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
"-","-","80NOV18","-","-"
